model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand
1 Series,2019,19950,Semi-Auto,9119,Petrol,145,54.3,1.5,Bmw
2 Series,2016,13950,Semi-Auto,35292,Diesel,125,61.4,2.0,Bmw
1 Series,2017,17950,Semi-Auto,17988,Diesel,145,61.4,2.0,Bmw
7 Series,2018,36450,Semi-Auto,17192,Petrol,145,35.3,4.4,Bmw
2 Series,2015,13450,Semi-Auto,21150,Petrol,30,55.4,1.5,Bmw
1 Series,2014,14950,Semi-Auto,56355,Petrol,235,37.7,3.0,Bmw
1 Series,2017,14950,Manual,9463,Diesel,145,72.4,1.5,Bmw
2 Series,2020,19950,Manual,100,Petrol,145,52.3,1.5,Bmw
5 Series,2019,32950,Semi-Auto,101,Diesel,145,55.4,2.0,Bmw
5 Series,2019,30750,Semi-Auto,101,Diesel,145,60.1,2.0,Bmw
5 Series,2019,31750,Semi-Auto,101,Hybrid,145,60.1,2.0,Bmw
1 Series,2020,27950,Manual,1638,Petrol,145,41.5,1.5,Bmw
2 Series,2017,16298,Semi-Auto,23388,Diesel,145,64.2,2.0,Bmw
2 Series,2018,21998,Automatic,9566,Hybrid,135,113.0,1.5,Bmw
1 Series,2019,20998,Semi-Auto,13942,Diesel,150,60.1,2.0,Bmw
1 Series,2019,19950,Semi-Auto,9859,Diesel,145,67.3,2.0,Bmw
2 Series,2016,18990,Automatic,11854,Diesel,145,55.4,2.0,Bmw
1 Series,2018,14980,Semi-Auto,20438,Petrol,145,55.5,1.5,Bmw
5 Series,2019,28450,Semi-Auto,101,Petrol,145,50.4,2.0,Bmw
2 Series,2019,21950,Manual,2639,Diesel,145,64.2,2.0,Bmw
1 Series,2020,27950,Semi-Auto,100,Diesel,145,51.4,2.0,Bmw
2 Series,2018,24950,Semi-Auto,14835,Petrol,145,32.5,3.0,Bmw
5 Series,2019,36750,Semi-Auto,8027,Diesel,145,51.4,3.0,Bmw
5 Series,2019,30950,Semi-Auto,3795,Diesel,145,55.4,2.0,Bmw
2 Series,2019,24950,Automatic,5042,Hybrid,135,113.0,1.5,Bmw
1 Series,2019,16950,Semi-Auto,11794,Diesel,145,72.4,1.5,Bmw
1 Series,2017,14030,Semi-Auto,40344,Diesel,145,68.9,1.5,Bmw
1 Series,2017,13760,Manual,24389,Diesel,145,65.7,2.0,Bmw
1 Series,2015,10430,Manual,29454,Petrol,30,56.5,1.5,Bmw
5 Series,2019,29950,Semi-Auto,4043,Diesel,145,60.1,2.0,Bmw
1 Series,2018,14995,Semi-Auto,17000,Diesel,145,67.3,2.0,Bmw
2 Series,2015,11837,Semi-Auto,27494,Diesel,20,68.9,2.0,Bmw
1 Series,2020,32972,Semi-Auto,151,Petrol,150,34.5,2.0,Bmw
1 Series,2016,11891,Manual,69219,Diesel,20,68.9,2.0,Bmw
5 Series,2018,24999,Automatic,24501,Diesel,145,60.1,2.0,Bmw
1 Series,2015,11999,Manual,36339,Diesel,30,62.8,2.0,Bmw
1 Series,2019,21950,Manual,5013,Petrol,145,44.1,1.5,Bmw
5 Series,2019,31950,Semi-Auto,1355,Diesel,145,55.4,2.0,Bmw
2 Series,2015,13950,Semi-Auto,68787,Diesel,125,57.6,2.0,Bmw
1 Series,2019,18950,Semi-Auto,15028,Petrol,145,36.7,1.5,Bmw
1 Series,2019,16950,Semi-Auto,11137,Diesel,145,72.4,1.5,Bmw
1 Series,2019,19950,Semi-Auto,10102,Diesel,145,48.7,2.0,Bmw
2 Series,2015,17541,Semi-Auto,26035,Petrol,165,44.1,2.0,Bmw
1 Series,2017,14951,Semi-Auto,18852,Diesel,150,70.6,2.0,Bmw
5 Series,2019,36951,Semi-Auto,7218,Petrol,150,46.3,2.0,Bmw
2 Series,2016,15950,Semi-Auto,43911,Diesel,145,55.4,2.0,Bmw
2 Series,2019,20950,Manual,100,Petrol,145,52.3,1.5,Bmw
2 Series,2020,22950,Manual,500,Petrol,145,42.8,1.5,Bmw
1 Series,2019,18950,Semi-Auto,9079,Diesel,145,47.9,1.5,Bmw
2 Series,2019,20450,Manual,101,Petrol,145,42.2,1.5,Bmw
1 Series,2016,13950,Semi-Auto,54205,Diesel,20,68.9,1.5,Bmw
1 Series,2017,16770,Automatic,22848,Petrol,145,47.9,2.0,Bmw
5 Series,2015,10400,Manual,73227,Diesel,125,61.4,2.0,Bmw
1 Series,2015,9890,Automatic,58283,Diesel,30,64.2,2.0,Bmw
1 Series,2019,33150,Semi-Auto,4902,Diesel,145,51.4,2.0,Bmw
6 Series,2019,41980,Semi-Auto,4028,Diesel,145,42.2,2.0,Bmw
2 Series,2019,31410,Semi-Auto,3104,Petrol,145,47.9,2.0,Bmw
6 Series,2015,20172,Semi-Auto,37175,Diesel,160,49.6,3.0,Bmw
7 Series,2019,45640,Automatic,7689,Diesel,145,44.1,3.0,Bmw
1 Series,2019,25362,Semi-Auto,9503,Petrol,145,39.8,3.0,Bmw
2 Series,2019,25660,Automatic,8092,Petrol,145,39.8,3.0,Bmw
1 Series,2016,12121,Manual,24516,Diesel,20,72.4,1.5,Bmw
2 Series,2015,9852,Manual,43555,Petrol,30,57.6,1.5,Bmw
1 Series,2017,15381,Semi-Auto,74652,Diesel,125,60.1,2.0,Bmw
1 Series,2015,13391,Semi-Auto,49394,Diesel,30,64.2,2.0,Bmw
2 Series,2019,24196,Semi-Auto,2421,Petrol,145,47.9,2.0,Bmw
5 Series,2017,27152,Semi-Auto,66068,Diesel,145,51.4,3.0,Bmw
1 Series,2016,11110,Manual,25073,Diesel,0,83.1,1.5,Bmw
1 Series,2017,15870,Semi-Auto,28163,Petrol,150,54.3,1.5,Bmw
1 Series,2017,14490,Manual,22137,Diesel,145,70.6,1.5,Bmw
2 Series,2017,12999,Manual,42378,Petrol,125,53.3,1.5,Bmw
5 Series,2018,33066,Automatic,5595,Petrol,145,29.1,3.0,Bmw
5 Series,2017,21946,Automatic,38410,Petrol,145,48.7,2.0,Bmw
1 Series,2013,10372,Manual,33940,Diesel,30,64.2,2.0,Bmw
1 Series,2017,15672,Manual,20327,Petrol,125,52.3,1.5,Bmw
1 Series,2016,15480,Automatic,30900,Petrol,145,47.9,2.0,Bmw
2 Series,2016,12368,Manual,30243,Petrol,125,50.4,1.5,Bmw
2 Series,2016,15490,Semi-Auto,36924,Diesel,30,62.8,2.0,Bmw
1 Series,2017,12942,Manual,36274,Diesel,145,70.6,1.5,Bmw
1 Series,2015,11933,Semi-Auto,19168,Petrol,145,49.6,1.6,Bmw
2 Series,2019,15630,Manual,20592,Petrol,145,40.9,1.5,Bmw
2 Series,2017,20740,Manual,9885,Petrol,145,36.2,3.0,Bmw
5 Series,2017,22899,Semi-Auto,33046,Diesel,145,64.2,2.0,Bmw
2 Series,2017,14200,Semi-Auto,14500,Diesel,20,68.9,2.0,Bmw
1 Series,2017,13500,Manual,34500,Diesel,150,65.7,2.0,Bmw
1 Series,2017,15500,Manual,11500,Petrol,150,52.3,1.5,Bmw
5 Series,2019,31580,Automatic,8612,Petrol,145,48.7,2.0,Bmw
1 Series,2017,11799,Manual,10683,Petrol,30,56.5,1.5,Bmw
1 Series,2017,15000,Semi-Auto,26488,Diesel,20,67.3,2.0,Bmw
2 Series,2017,12500,Manual,48839,Diesel,145,74.3,1.5,Bmw
2 Series,2018,17000,Manual,19566,Diesel,145,54.3,2.0,Bmw
5 Series,2017,30995,Semi-Auto,24000,Diesel,145,51.4,3.0,Bmw
2 Series,2016,13699,Automatic,24849,Diesel,30,64.2,2.0,Bmw
1 Series,2016,10690,Manual,41718,Petrol,125,53.3,1.5,Bmw
1 Series,2015,8390,Manual,55825,Petrol,150,50.4,1.6,Bmw
1 Series,2013,9444,Semi-Auto,44000,Petrol,145,48.7,1.6,Bmw
5 Series,2019,37921,Semi-Auto,6311,Petrol,150,46.3,2.0,Bmw
1 Series,2019,30240,Automatic,7791,Petrol,145,34.5,2.0,Bmw
1 Series,2019,27190,Manual,5382,Diesel,145,53.3,2.0,Bmw
1 Series,2019,31200,Automatic,9516,Diesel,145,48.7,2.0,Bmw
2 Series,2019,29960,Semi-Auto,5720,Diesel,145,49.6,2.0,Bmw
2 Series,2017,18100,Semi-Auto,20319,Petrol,145,48.7,2.0,Bmw
2 Series,2019,19949,Manual,14219,Diesel,145,51.4,2.0,Bmw
5 Series,2019,29990,Semi-Auto,3117,Petrol,145,50.4,2.0,Bmw
2 Series,2020,30995,Semi-Auto,1501,Diesel,145,48.7,2.0,Bmw
5 Series,2020,33995,Semi-Auto,1501,Hybrid,145,49.6,2.0,Bmw
5 Series,2015,19990,Semi-Auto,31567,Diesel,160,50.4,3.0,Bmw
5 Series,2016,15990,Semi-Auto,21698,Diesel,30,62.8,2.0,Bmw
1 Series,2018,17490,Semi-Auto,26232,Petrol,150,54.3,1.5,Bmw
2 Series,2020,26995,Semi-Auto,10,Petrol,145,42.2,1.5,Bmw
1 Series,2019,26990,Semi-Auto,3660,Petrol,145,40.4,1.5,Bmw
1 Series,2019,24990,Manual,5846,Petrol,145,41.5,1.5,Bmw
2 Series,2016,17240,Semi-Auto,25653,Diesel,125,60.1,2.0,Bmw
1 Series,2019,24990,Semi-Auto,6377,Petrol,150,39.8,3.0,Bmw
2 Series,2018,20360,Automatic,8370,Petrol,145,36.2,2.0,Bmw
2 Series,2015,10860,Manual,46904,Diesel,20,74.3,1.5,Bmw
1 Series,2017,14610,Semi-Auto,30939,Diesel,30,65.7,2.0,Bmw
1 Series,2015,11550,Semi-Auto,19886,Diesel,20,67.3,2.0,Bmw
1 Series,2019,15990,Manual,5161,Petrol,145,53.3,1.5,Bmw
2 Series,2020,32995,Semi-Auto,1501,Petrol,145,36.2,2.0,Bmw
2 Series,2019,19990,Manual,3303,Petrol,145,42.8,1.5,Bmw
2 Series,2018,19990,Semi-Auto,21691,Petrol,145,47.9,2.0,Bmw
2 Series,2017,17990,Semi-Auto,8693,Petrol,145,50.4,2.0,Bmw
2 Series,2017,15995,Semi-Auto,29006,Diesel,150,68.9,2.0,Bmw
1 Series,2017,12995,Manual,25656,Diesel,150,72.4,1.5,Bmw
1 Series,2019,23500,Semi-Auto,11128,Petrol,150,39.8,3.0,Bmw
2 Series,2020,29995,Semi-Auto,1501,Petrol,145,47.9,2.0,Bmw
1 Series,2016,12490,Manual,15210,Petrol,125,53.3,1.5,Bmw
2 Series,2018,25990,Semi-Auto,3960,Petrol,145,32.5,3.0,Bmw
2 Series,2019,21995,Semi-Auto,3682,Petrol,145,47.9,2.0,Bmw
1 Series,2018,15990,Manual,13856,Petrol,145,53.3,1.5,Bmw
2 Series,2019,24990,Semi-Auto,4155,Diesel,145,65.7,2.0,Bmw
1 Series,2019,18999,Manual,5623,Petrol,145,52.3,1.5,Bmw
2 Series,2019,23222,Semi-Auto,5290,Petrol,145,48.7,1.5,Bmw
5 Series,2019,34555,Semi-Auto,4592,Hybrid,135,156.9,2.0,Bmw
5 Series,2019,31950,Automatic,3500,Petrol,145,50.4,2.0,Bmw
2 Series,2020,31820,Manual,1500,Petrol,145,43.5,1.5,Bmw
1 Series,2020,27995,Manual,2500,Diesel,145,53.3,2.0,Bmw
5 Series,2019,31950,Automatic,3500,Petrol,145,50.4,2.0,Bmw
2 Series,2019,19555,Manual,5500,Petrol,145,40.9,1.5,Bmw
5 Series,2019,32499,Automatic,9222,Diesel,145,65.7,2.0,Bmw
1 Series,2019,19999,Semi-Auto,5963,Petrol,145,54.3,1.5,Bmw
1 Series,2019,18995,Semi-Auto,5354,Diesel,145,68.9,1.5,Bmw
1 Series,2019,18995,Semi-Auto,5268,Diesel,145,68.9,1.5,Bmw
2 Series,2019,22499,Manual,6772,Diesel,145,60.1,2.0,Bmw
1 Series,2019,18495,Manual,7752,Diesel,145,70.6,1.5,Bmw
7 Series,2020,54995,Semi-Auto,1501,Diesel,145,42.2,3.0,Bmw
2 Series,2019,25995,Automatic,6500,Diesel,145,46.3,2.0,Bmw
1 Series,2017,12450,Manual,43757,Diesel,150,72.4,1.5,Bmw
5 Series,2019,36995,Automatic,6814,Diesel,145,60.1,3.0,Bmw
2 Series,2017,17990,Semi-Auto,15630,Diesel,145,62.8,2.0,Bmw
5 Series,2019,34995,Automatic,14500,Diesel,145,60.1,3.0,Bmw
1 Series,2016,12400,Manual,49315,Diesel,20,70.6,1.5,Bmw
5 Series,2016,12990,Manual,54820,Diesel,125,60.1,2.0,Bmw
5 Series,2019,34990,Semi-Auto,1800,Petrol,145,47.9,2.0,Bmw
5 Series,2016,16890,Semi-Auto,22600,Diesel,30,62.8,2.0,Bmw
1 Series,2019,19999,Semi-Auto,16106,Diesel,145,67.3,2.0,Bmw
1 Series,2016,11000,Manual,38810,Petrol,125,53.3,1.5,Bmw
1 Series,2019,22999,Manual,3641,Diesel,145,58.9,1.5,Bmw
6 Series,2019,39999,Semi-Auto,1125,Petrol,145,34.5,3.0,Bmw
5 Series,2019,37999,Semi-Auto,3709,Diesel,145,51.4,3.0,Bmw
1 Series,2019,25995,Manual,500,Petrol,145,41.5,1.5,Bmw
1 Series,2019,20222,Automatic,7407,Petrol,145,47.9,2.0,Bmw
2 Series,2019,20850,Automatic,7234,Hybrid,135,148.7,1.5,Bmw
2 Series,2019,20850,Automatic,12070,Hybrid,135,148.7,1.5,Bmw
1 Series,2019,25995,Manual,1309,Petrol,145,41.5,1.5,Bmw
1 Series,2017,17495,Semi-Auto,27756,Petrol,145,54.3,1.5,Bmw
5 Series,2016,17450,Semi-Auto,41123,Diesel,125,60.1,2.0,Bmw
1 Series,2019,17444,Automatic,5500,Diesel,145,72.4,1.5,Bmw
1 Series,2019,31950,Semi-Auto,8600,Petrol,145,34.5,2.0,Bmw
2 Series,2016,16950,Semi-Auto,47385,Petrol,160,47.1,2.0,Bmw
1 Series,2019,22995,Semi-Auto,8332,Petrol,150,42.8,1.5,Bmw
1 Series,2019,23995,Manual,6196,Petrol,150,41.5,1.5,Bmw
2 Series,2018,23999,Semi-Auto,14258,Petrol,150,32.5,3.0,Bmw
5 Series,2020,32495,Semi-Auto,931,Hybrid,145,49.6,2.0,Bmw
1 Series,2017,16444,Semi-Auto,20848,Petrol,145,48.7,2.0,Bmw
1 Series,2015,11750,Manual,10889,Diesel,0,78.5,1.5,Bmw
5 Series,2019,29995,Semi-Auto,9848,Petrol,150,48.7,2.0,Bmw
5 Series,2019,29999,Semi-Auto,6737,Petrol,150,48.7,2.0,Bmw
2 Series,2019,26995,Automatic,2630,Diesel,145,49.6,2.0,Bmw
5 Series,2019,31444,Automatic,2404,Diesel,145,65.7,2.0,Bmw
5 Series,2019,34999,Automatic,7195,Diesel,145,60.1,2.0,Bmw
5 Series,2019,25995,Semi-Auto,7554,Petrol,150,50.4,2.0,Bmw
1 Series,2020,26995,Automatic,1500,Diesel,145,51.4,2.0,Bmw
5 Series,2019,26990,Automatic,7824,Petrol,145,50.4,2.0,Bmw
1 Series,2019,16500,Manual,5500,Diesel,145,72.4,1.5,Bmw
2 Series,2019,21950,Manual,5500,Petrol,145,42.2,1.5,Bmw
1 Series,2019,20999,Semi-Auto,7351,Diesel,145,68.9,2.0,Bmw
2 Series,2015,14950,Manual,46555,Diesel,125,60.1,2.0,Bmw
1 Series,2020,34999,Automatic,197,Diesel,145,48.7,2.0,Bmw
7 Series,2020,53995,Semi-Auto,3500,Diesel,145,42.2,3.0,Bmw
1 Series,2018,23750,Semi-Auto,11941,Petrol,145,39.8,3.0,Bmw
1 Series,2018,14999,Manual,12955,Diesel,145,51.4,1.5,Bmw
1 Series,2017,15850,Manual,39806,Diesel,145,62.8,2.0,Bmw
2 Series,2019,19495,Automatic,8500,Diesel,145,54.3,1.5,Bmw
5 Series,2020,42995,Automatic,7500,Hybrid,135,156.9,2.0,Bmw
1 Series,2017,21140,Semi-Auto,27150,Petrol,145,39.8,3.0,Bmw
1 Series,2017,16270,Semi-Auto,46440,Petrol,145,47.9,2.0,Bmw
1 Series,2016,19950,Semi-Auto,23210,Petrol,200,39.8,3.0,Bmw
1 Series,2016,15090,Semi-Auto,30480,Petrol,125,54.3,1.5,Bmw
5 Series,2016,17160,Semi-Auto,15830,Diesel,30,62.8,2.0,Bmw
2 Series,2015,16950,Automatic,33300,Petrol,260,37.2,3.0,Bmw
1 Series,2016,14652,Manual,9461,Diesel,20,70.6,1.5,Bmw
1 Series,2013,11450,Manual,66621,Petrol,205,42.8,2.0,Bmw
5 Series,2020,35995,Automatic,2500,Hybrid,145,62.8,2.0,Bmw
1 Series,2020,32495,Automatic,10,Diesel,145,48.7,2.0,Bmw
1 Series,2017,14600,Semi-Auto,37566,Diesel,150,67.3,2.0,Bmw
2 Series,2017,13591,Manual,15001,Diesel,145,74.3,1.5,Bmw
2 Series,2019,23450,Semi-Auto,8371,Petrol,150,48.7,1.5,Bmw
7 Series,2019,42950,Semi-Auto,19870,Petrol,150,33.6,3.0,Bmw
1 Series,2020,27495,Semi-Auto,1500,Diesel,145,51.4,2.0,Bmw
2 Series,2018,19950,Semi-Auto,27312,Diesel,145,57.6,2.0,Bmw
1 Series,2015,13950,Manual,36916,Petrol,150,50.4,1.6,Bmw
1 Series,2018,18450,Semi-Auto,14324,Diesel,150,49.6,2.0,Bmw
5 Series,2020,31995,Semi-Auto,6000,Hybrid,145,60.1,2.0,Bmw
5 Series,2020,34995,Semi-Auto,10,Hybrid,145,49.6,2.0,Bmw
1 Series,2020,31495,Semi-Auto,1250,Diesel,145,48.7,2.0,Bmw
2 Series,2020,22950,Manual,14,Petrol,145,52.3,1.5,Bmw
1 Series,2019,22950,Manual,2181,Diesel,145,72.4,1.5,Bmw
2 Series,2020,25450,Semi-Auto,6,Diesel,145,49.6,2.0,Bmw
5 Series,2020,29950,Semi-Auto,9,Hybrid,145,49.6,2.0,Bmw
5 Series,2019,30450,Semi-Auto,10191,Hybrid,135,156.9,2.0,Bmw
2 Series,2019,20450,Semi-Auto,7404,Petrol,145,53.3,1.5,Bmw
1 Series,2018,13450,Manual,33113,Diesel,150,68.9,2.0,Bmw
5 Series,2019,38450,Automatic,14522,Diesel,145,62.8,2.0,Bmw
2 Series,2019,23450,Semi-Auto,3564,Petrol,145,50.4,2.0,Bmw
2 Series,2019,21999,Semi-Auto,9957,Diesel,145,49.6,2.0,Bmw
6 Series,2019,31999,Semi-Auto,7994,Petrol,145,42.8,2.0,Bmw
2 Series,2019,23999,Semi-Auto,6883,Petrol,145,47.9,2.0,Bmw
5 Series,2019,39999,Semi-Auto,5877,Diesel,145,60.1,2.0,Bmw
5 Series,2019,38995,Automatic,6500,Hybrid,135,156.9,2.0,Bmw
2 Series,2019,22950,Semi-Auto,8539,Petrol,145,50.4,1.5,Bmw
5 Series,2018,28950,Semi-Auto,15878,Diesel,150,53.3,3.0,Bmw
2 Series,2015,15950,Manual,25652,Petrol,125,53.3,1.5,Bmw
5 Series,2019,31950,Semi-Auto,10776,Diesel,145,60.1,3.0,Bmw
2 Series,2019,20950,Manual,4434,Diesel,145,64.2,2.0,Bmw
1 Series,2018,19950,Semi-Auto,9271,Petrol,145,47.9,2.0,Bmw
1 Series,2016,12950,Manual,52647,Diesel,30,65.7,2.0,Bmw
5 Series,2017,20950,Semi-Auto,37034,Diesel,150,65.7,2.0,Bmw
5 Series,2020,29450,Semi-Auto,10,Petrol,145,36.2,2.0,Bmw
2 Series,2020,23450,Semi-Auto,8,Diesel,145,67.3,2.0,Bmw
2 Series,2020,23950,Semi-Auto,11,Petrol,145,50.4,1.5,Bmw
5 Series,2019,30450,Semi-Auto,4885,Diesel,145,60.1,2.0,Bmw
1 Series,2019,22950,Semi-Auto,4811,Diesel,145,60.1,2.0,Bmw
1 Series,2018,22950,Semi-Auto,14537,Diesel,150,60.1,2.0,Bmw
2 Series,2019,24950,Semi-Auto,4534,Diesel,145,46.3,2.0,Bmw
1 Series,2019,18950,Semi-Auto,7990,Diesel,145,68.9,1.5,Bmw
2 Series,2019,20450,Semi-Auto,3344,Diesel,145,49.6,2.0,Bmw
2 Series,2019,21950,Semi-Auto,9275,Petrol,145,40.9,1.5,Bmw
2 Series,2019,18450,Manual,7293,Diesel,145,54.3,2.0,Bmw
1 Series,2019,21950,Manual,101,Diesel,145,70.6,1.5,Bmw
1 Series,2019,18950,Manual,6675,Diesel,145,70.6,1.5,Bmw
1 Series,2019,22871,Manual,3000,Petrol,145,41.5,1.5,Bmw
2 Series,2020,34950,Semi-Auto,1107,Diesel,145,62.8,2.0,Bmw
2 Series,2020,32450,Semi-Auto,1118,Diesel,145,51.4,2.0,Bmw
6 Series,2020,44950,Semi-Auto,1237,Diesel,145,44.1,2.0,Bmw
2 Series,2019,22950,Manual,9688,Diesel,145,65.7,2.0,Bmw
2 Series,2019,21950,Semi-Auto,7423,Diesel,145,65.7,2.0,Bmw
2 Series,2019,24950,Semi-Auto,13,Diesel,145,62.8,2.0,Bmw
2 Series,2019,25450,Semi-Auto,13,Diesel,145,62.8,2.0,Bmw
2 Series,2019,20950,Semi-Auto,6418,Petrol,145,47.9,2.0,Bmw
1 Series,2019,18450,Semi-Auto,8644,Diesel,145,47.9,1.5,Bmw
2 Series,2019,21950,Manual,10,Diesel,145,64.2,2.0,Bmw
1 Series,2019,19950,Manual,10,Petrol,145,53.3,1.5,Bmw
1 Series,2018,20450,Semi-Auto,14602,Diesel,145,60.1,2.0,Bmw
5 Series,2019,33495,Semi-Auto,4913,Diesel,145,51.4,3.0,Bmw
1 Series,2015,16950,Semi-Auto,38178,Petrol,240,37.7,3.0,Bmw
2 Series,2016,12000,Manual,37847,Petrol,125,53.3,1.5,Bmw
5 Series,2017,24995,Semi-Auto,50195,Petrol,150,39.2,3.0,Bmw
2 Series,2017,14000,Semi-Auto,19826,Petrol,150,55.4,1.5,Bmw
2 Series,2016,14495,Semi-Auto,39326,Petrol,125,51.4,1.5,Bmw
5 Series,2015,14789,Semi-Auto,44684,Diesel,125,60.1,2.0,Bmw
2 Series,2018,19950,Semi-Auto,10206,Petrol,145,50.4,1.5,Bmw
2 Series,2017,17950,Semi-Auto,10816,Petrol,145,51.4,1.5,Bmw
2 Series,2019,30450,Semi-Auto,20,Diesel,145,62.8,2.0,Bmw
5 Series,2019,31450,Semi-Auto,500,Diesel,145,62.8,2.0,Bmw
1 Series,2019,23450,Manual,10,Diesel,145,70.6,1.5,Bmw
2 Series,2020,29950,Semi-Auto,10,Diesel,145,48.7,2.0,Bmw
1 Series,2020,26495,Semi-Auto,10,Petrol,145,42.8,1.5,Bmw
2 Series,2020,26000,Semi-Auto,1501,Petrol,145,42.2,1.5,Bmw
1 Series,2019,23000,Manual,2361,Petrol,145,41.5,1.5,Bmw
2 Series,2019,21000,Manual,50,Petrol,145,52.3,1.5,Bmw
1 Series,2019,25000,Semi-Auto,1705,Diesel,145,51.4,2.0,Bmw
1 Series,2019,15950,Manual,8004,Petrol,150,53.3,1.5,Bmw
2 Series,2019,21950,Semi-Auto,7211,Petrol,150,47.9,2.0,Bmw
1 Series,2019,25950,Semi-Auto,6581,Diesel,145,67.3,2.0,Bmw
1 Series,2019,18000,Manual,6097,Petrol,145,53.3,1.5,Bmw
2 Series,2016,14995,Manual,13250,Diesel,20,68.9,2.0,Bmw
1 Series,2013,8995,Manual,56361,Diesel,30,62.8,2.0,Bmw
1 Series,2019,33000,Semi-Auto,2250,Petrol,150,34.5,2.0,Bmw
2 Series,2016,15995,Semi-Auto,24735,Diesel,30,62.8,2.0,Bmw
1 Series,2016,10540,Manual,69981,Petrol,125,53.3,1.5,Bmw
1 Series,2017,11030,Manual,35321,Diesel,145,83.1,1.5,Bmw
1 Series,2017,13700,Automatic,20574,Diesel,145,70.6,2.0,Bmw
7 Series,2017,38950,Semi-Auto,7500,Petrol,150,35.3,4.4,Bmw
1 Series,2019,18000,Manual,4696,Petrol,145,53.3,1.5,Bmw
6 Series,2020,33999,Semi-Auto,11,Petrol,145,42.8,2.0,Bmw
2 Series,2016,17450,Semi-Auto,31473,Diesel,145,55.4,2.0,Bmw
2 Series,2020,28000,Semi-Auto,1501,Diesel,145,65.7,2.0,Bmw
1 Series,2020,27000,Semi-Auto,1501,Diesel,145,51.4,2.0,Bmw
5 Series,2019,41070,Automatic,10,Diesel,145,65.7,2.0,Bmw
2 Series,2019,33440,Automatic,10,Diesel,145,64.2,2.0,Bmw
5 Series,2019,29888,Automatic,14139,Diesel,145,55.4,2.0,Bmw
2 Series,2016,13995,Semi-Auto,42569,Diesel,20,68.9,1.5,Bmw
5 Series,2018,29995,Semi-Auto,39000,Diesel,150,51.4,3.0,Bmw
1 Series,2017,14000,Manual,32380,Diesel,30,65.7,2.0,Bmw
1 Series,2017,14500,Manual,13681,Diesel,145,65.7,2.0,Bmw
2 Series,2015,13000,Semi-Auto,47555,Diesel,30,65.7,2.0,Bmw
5 Series,2016,13995,Semi-Auto,45850,Diesel,20,68.9,2.0,Bmw
2 Series,2017,15450,Manual,20663,Petrol,30,55.4,1.5,Bmw
2 Series,2020,28950,Semi-Auto,10,Petrol,145,40.9,1.5,Bmw
1 Series,2019,23500,Semi-Auto,3000,Petrol,145,40.4,1.5,Bmw
1 Series,2019,16888,Automatic,11747,Diesel,145,72.4,1.5,Bmw
5 Series,2019,39995,Automatic,10,Hybrid,135,156.9,2.0,Bmw
2 Series,2019,22995,Manual,10,Petrol,145,42.8,1.5,Bmw
2 Series,2019,26972,Manual,10,Petrol,145,52.3,1.5,Bmw
1 Series,2019,16888,Automatic,8503,Diesel,145,72.4,1.5,Bmw
1 Series,2016,18995,Semi-Auto,24075,Petrol,235,37.7,3.0,Bmw
1 Series,2017,13995,Semi-Auto,42430,Diesel,145,70.6,2.0,Bmw
1 Series,2019,23295,Semi-Auto,4694,Diesel,150,57.7,1.5,Bmw
1 Series,2016,13995,Semi-Auto,41397,Diesel,30,65.7,2.0,Bmw
1 Series,2019,27888,Automatic,999,Diesel,145,51.4,2.0,Bmw
1 Series,2017,19995,Manual,26574,Petrol,150,46.3,2.0,Bmw
1 Series,2017,23000,Semi-Auto,13783,Petrol,150,39.8,3.0,Bmw
1 Series,2019,19888,Manual,999,Diesel,145,72.4,1.5,Bmw
1 Series,2017,15995,Manual,15992,Diesel,30,65.7,2.0,Bmw
5 Series,2020,40995,Semi-Auto,2712,Hybrid,145,55.4,2.0,Bmw
2 Series,2019,22995,Manual,999,Petrol,145,42.2,1.5,Bmw
5 Series,2019,30995,Automatic,999,Diesel,145,65.7,2.0,Bmw
1 Series,2019,26991,Manual,3250,Petrol,145,41.5,1.5,Bmw
5 Series,2019,31780,Semi-Auto,13384,Diesel,145,60.1,3.0,Bmw
2 Series,2019,19350,Automatic,10500,Diesel,145,51.4,2.0,Bmw
1 Series,2017,21712,Automatic,25500,Petrol,145,39.8,3.0,Bmw
2 Series,2019,23113,Semi-Auto,8039,Petrol,145,47.9,2.0,Bmw
1 Series,2017,13831,Manual,20112,Petrol,150,53.3,1.5,Bmw
1 Series,2017,20081,Semi-Auto,32000,Petrol,200,39.8,3.0,Bmw
1 Series,2017,14995,Manual,16366,Diesel,150,65.7,2.0,Bmw
2 Series,2020,36771,Semi-Auto,485,Petrol,145,36.2,2.0,Bmw
2 Series,2018,16932,Semi-Auto,16132,Diesel,150,64.2,2.0,Bmw
1 Series,2019,31791,Semi-Auto,6000,Petrol,150,34.5,2.0,Bmw
2 Series,2018,24461,Semi-Auto,5190,Petrol,150,32.5,3.0,Bmw
5 Series,2019,28370,Semi-Auto,6251,Petrol,145,50.4,2.0,Bmw
1 Series,2019,30900,Automatic,5345,Petrol,145,34.5,2.0,Bmw
6 Series,2020,44991,Semi-Auto,123,Diesel,145,42.2,2.0,Bmw
1 Series,2017,13720,Manual,9617,Petrol,150,53.3,1.5,Bmw
6 Series,2017,32023,Semi-Auto,3546,Diesel,145,48.7,3.0,Bmw
